Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",positive,148,29,when open next year  it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat ,open next largest facility world produce diesel fuel renewable feedstock palm oil animal fat,2
"European stocks hover near 3-week low, Dialog and BHP slump",negative,59,10,european stocks hover near week low dialog and bhp slump,european stock hover near week low dialog bhp slump,0
The value of the deal is estimated at between SEK25m and SEK50m .,neutral,65,13,the value of the deal is estimated at between sekm and sekm ,value deal estimated sekm sekm,1
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive,132,24,the company said that its investments in the new market areas resulted in sales increase in sweden  poland  russia and lithuania ,investment new market area resulted sale increase sweden poland russia lithuania,2
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,57,13,operating profit was eur  mn  down from eur  mn ,operating profit eur mn eur mn,0
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",negative,168,29,as part of the reorganisation measures that will take place in spring   tamglass finton will start personnel negotiations that will affect its entire staff of  ,part reorganisation measure take place spring tamglass finton start personnel negotiation affect entire staff,0
The output of the contracts totals 72 MWe .,neutral,43,9,the output of the contracts totals  mwe ,output contract total mwe,1
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",neutral,91,18,as capacity was cut with    the passenger load factor was down  percentage points ,capacity cut passenger load factor percentage point,1
$YELP This goes green and so many shorts are toast!,positive,51,10,yelp this goes green and so many shorts are toast,yelp go green many short toast,2
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,134,26,yit s baltic sales in the first three quarters of  totaled  million euros  representing a drop of  percent year on year ,yit baltic sale first three quarter totaled million euro representing drop percent,0
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral,174,34,the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda  forming part of the line that follows the coast of the gulf of bothnia ,new kroksberg railway tunnel built new section track harnosand veda forming part line follows coast gulf bothnia,1
VIVUS $VVUS bear raid in effect. Stock down 12%,negative,47,9,vivus vvus bear raid in effect stock down ,vivus vvus bear raid effect stock,0
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral,178,32,erkki jarvinen  president of rautakirja and the head of the sanoma trade division  will leave his current tasks in spring  for a similar position outside the sanoma group ,erkki jarvinen president rautakirja head sanoma trade division leave current task spring similar position outside sanoma group,1
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive,78,10,red daily triangle on shorscaling up on long position ,red daily triangle shorscaling long position,2
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",neutral,207,43,adp news  feb     finnish retailer kesko oyj hel  kesbv said today its total sales  excluding value added tax vat  stood at eur  million usd  m in january   down   yearonyea,adp news feb finnish retailer kesko oyj hel kesbv today total sale excluding value added tax vat stood eur million usd january yearonyea,1
Fortum is now considering taking part in nuclear energy projects outside of Finland .,neutral,85,14,fortum is now considering taking part in nuclear energy projects outside of finland ,fortum considering taking part nuclear energy project outside finland,1
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",positive,250,45,the  joint venture  to be called nokia siemens networks  will be comprised of nokia s network business group and siemens  carrierrelated operations  creating estimated synergies of  billion euros    billion  by   nokia said ,joint venture called nokia siemens network comprised nokia network business group siemens carrierrelated operation creating estimated synergy billion euro billion nokia,2
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",neutral,148,25,the company operates through four principal divisions  consumer packaging  office papers  speciality papers  as well as market pulp and energy ,operates four principal division consumer packaging office paper speciality paper well market pulp energy,1
"zip , '' experts warned Tuesday .",neutral,33,7,zip   experts warned tuesday ,zip expert warned tuesday,1
Tesco shareholders back ITV head for chairman,positive,45,7,tesco shareholders back itv head for chairman,tesco shareholder back itv head chairman,2
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,205,37,subscribers of china unicom  the nation s second largest mobile phone operator after china mobile  are expected to release pictures  videos and blog on the internet via mobile phones as of march  ,subscriber china unicom nation second largest mobile phone operator china mobile expected release picture video blog internet via mobile phone march,1
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,95,13,currently the quarterly applied surcharges differ significantly from the actual market prices ,currently quarterly applied surcharge differ significantly actual market price,1
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",positive,91,16,kndi break that hod on volume and we have a nice consolidation completed for another run,kndi break hod volume nice consolidation completed another run,2
"The parties have also agreed that L+Ã±nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",neutral,203,35,the parties have also agreed that lã±nnen tehtaat has the right to sell the remaining shares in suomen rehu to hankkijamaatalous  months after the purchase of the majority holding  at the earliest ,party also agreed lã±nnen tehtaat right sell remaining share suomen rehu hankkijamaatalous month purchase majority holding earliest,1
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,neutral,196,37,  complete name of the shareholder  otto henrik bernhard nyberg   further information  the amount of shares now transferred corresponds to   of the total number of shares in aspo plc ,complete name shareholder otto henrik bernhard nyberg information amount share transferred corresponds total number share aspo plc,1
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,neutral,96,14,unc charlotte would also deploy ssh tectia connector to enable secure application connectivity ,unc charlotte would also deploy ssh tectia connector enable secure application connectivity,1
Also Chile is an important market area for forest machine companies .,neutral,69,12,also chile is an important market area for forest machine companies ,also chile important market area forest machine company,1
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",positive,138,24,the developers of that project predict that once it is completed in april   skanssi will attract some  million visitors annually ,developer project predict completed april skanssi attract million visitor annually,2
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21,the operating loss amounted to eur  mn  compared to a profit of eur  mn a year earlier ,operating loss amounted eur mn compared profit eur mn earlier,0
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,111,21,the most popular mobile data services are email  surfing the internet  as well as news and weather services ,popular mobile data service email surfing internet well news weather service,1
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral,148,32,telecom has a foreign investment limit of    but it appears that mobile vas does not  which means that tecnomen can pick up as much as   ,telecom foreign investment limit appears mobile va mean tecnomen pick much,1
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,negative,86,17, march  a leakage in the gypsum pond was detected today at the talvivaara mine ,march leakage gypsum pond detected today talvivaara mine,0
Following the increase the company+Ã³EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,neutral,109,20,following the increase the companyã³eur tm s capital totals  mln romanian lei   mln  mln euro ,following increase companyã³eur tm capital total mln romanian lei mln mln euro,1
Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral,91,16,radiation and today is a full service house expert in radiation and nuclear safety issues ,radiation today full service house expert radiation nuclear safety issue,1
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",negative,69,9,tesla motors recalls  model x suvs tsla ,tesla motor recall model x suv tsla,0
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,167,29,finnish flexible packaging manufacturer suominen corporation reports net sales of eur  mn in the first quarter of   compared with eur  mn a year earlier ,finnish flexible packaging manufacturer suominen corporation report net sale eur mn first quarter compared eur mn earlier,2
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral,229,40,new delhi  feb   korteniemi anneli  helokunnas tuija  peltola marjo  keskinen jukka  salminen jussi  tusa kia and janhonen risto of nokia telecommunications oy  espoo  finland have developed cable adjustment device ,new delhi feb korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunication oy espoo finland developed cable adjustment device,1
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",positive,78,15,amzn  period rsi is down at  just read connors book on trading strategies,amzn period rsi read connors book trading strategy,2
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,79,19,koff s market share of the volume of the market was    karhu s   ,koff market share volume market karhu,1
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,265,44,pge belchatow runs the  gw belchatow coalfired power plant  and fortum has intentions to start a ccs demonstration project jointly with teollisuuden voima oyj  tvo   another finnish utility  at the their jointly owned mw meripori coalfired facility ,pge belchatow run gw belchatow coalfired power plant fortum intention start cc demonstration project jointly teollisuuden voima oyj tvo another finnish utility jointly owned mw meripori coalfired facility,1
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,83,16,the board of directors was authorized to decide on other terms of the share issue ,board director authorized decide term share issue,1
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,150,32,net income from life insurance rose to eur  mn from eur  mn  and net income from nonlife insurance to eur  mn from eur  mn in  ,net income life insurance rose eur mn eur mn net income nonlife insurance eur mn eur mn,2
Can Christmas Save Sainsbury's plc And Tesco plc?,negative,49,8,can christmas save sainsburys plc and tesco plc,christmas save sainsburys plc tesco plc,0
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral,91,20,in   the group s net sales stood at eur  million and it had about  employees ,group net sale stood eur million employee,1
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",neutral,103,15,the program included operational improvements and reductions in personnel  mainly in the netherlands ,program included operational improvement reduction personnel mainly netherlands,1
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive,127,19, our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies ,customer satisfied basware invoice automation solution extends implementation new geography,2
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive,99,18,the growth of net sales has continued favourably in the middle east and africaand in asia pacific ,growth net sale continued favourably middle east africaand asia pacific,2
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,68,14,the company will propose a dividend of eur  per share for  ,propose dividend eur per share,1
$AMCN pushing highs,positive,19,3,amcn pushing highs,amcn pushing high,2
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,158,30,both operating profit and net sales for the month period increased  respectively from eur  m and eur  m  as compared to the financial year  ,operating profit net sale month period increased respectively eur eur compared financial,2
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,270,45,key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur  billion   billion offer from buyout shop nordic capital  giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa ,key shareholder finnish service provider tietoenator oyj friday rejected hostile eur billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,2
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",neutral,97,22,operating loss totalled eur  mn  down from a profit of eur  mn in the first half of  ,operating loss totalled eur mn profit eur mn first half,1
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",neutral,107,17,currently  the company uses eight similar reach stackers and four empty container handlers by konecranes ,currently us eight similar reach stacker four empty container handler konecranes,1
$AAPL wants lower. up waves getting smaller on the 2 min,negative,56,11,aapl wants lower up waves getting smaller on the  min,aapl want lower wave getting smaller min,0
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,120,21,the planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill ,planned ethanol energy production plant operate correlation waste treatment unit paper mill,1
Basic banking activities continued as normal .,neutral,46,7,basic banking activities continued as normal ,basic banking activity continued normal,1
Raisio is the site of the main production plants as well as company headquarters .,neutral,82,15,raisio is the site of the main production plants as well as company headquarters ,raisio site main production plant well headquarters,1
Tesco sells Blinkbox and broadband service to TalkTalk,positive,54,8,tesco sells blinkbox and broadband service to talktalk,tesco sell blinkbox broadband service talktalk,2
"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",neutral,169,28,in switzerland  teleste have been an established supplier of products for a long time and its primary customers include cable and fibertothehome  ftth  operators ,switzerland teleste established supplier product long time primary customer include cable fibertothehome ftth operator,1
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral,116,22,the composite body is coated with a hard coating layer produced by thermal spraying  and the coating is ground  ,composite body coated hard coating layer produced thermal spraying coating ground,1
"- Demand for fireplace products was lower than expected , especially in Germany .",negative,81,14, demand for fireplace products was lower than expected  especially in germany ,demand fireplace product lower expected especially germany,0
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",neutral,182,32,net sales of kyro s main business area  glaston technologies  a manufacturer of glass processing machines  decreased to eur  mn from eur  mn in januaryseptember  ,net sale kyro main business area glaston technology manufacturer glass processing machine decreased eur mn eur mn januaryseptember,1
Sales fell abroad but increased in Finland .,neutral,44,8,sales fell abroad but increased in finland ,sale fell abroad increased finland,1
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,neutral,193,31,fiskars will be undertaking community projects throughout the uk and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects ,fiskars undertaking community project throughout uk also lookout local volunteer interested helping selected restoration project,1
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",neutral,186,36,elcoteq se stock exchange announcement february    at  am  eet  elcoteq will publish its financial statements bulletin  on wednesday  february   at  am  eet  ,elcoteq se stock exchange announcement february eet elcoteq publish financial statement bulletin wednesday february eet,1
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,positive,95,14,nasdaq sets up for breakout part ii  via    goog amzn qcom,nasdaq set breakout part ii via goog amzn qcom,2
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive,131,25,the aim is an annual improvement in ruukki construction s operating profit of more than eur  million usd  m starting in  ,aim annual improvement ruukki construction operating profit eur million usd starting,2
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",neutral,110,20,our indepth expertise extends to the fields of energy  industry  urban  mobility and water  environment ,indepth expertise extends field energy industry urban mobility water environment,1
"UK housing market steadies after Brexit dip, Persimmon says",positive,59,9,uk housing market steadies after brexit dip persimmon says,uk housing market steady brexit dip persimmon say,2
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,90,14,ponsse will divide its sales and maintenance service network into six geographical areas ,ponsse divide sale maintenance service network six geographical area,1
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive,124,25,after the transaction  alma media raised its stake in talentum to   of the shares and some   of voting rights ,transaction alma medium raised stake talentum share voting right,2
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,neutral,138,22,pharmaceuticals group orion corp reported a fall in its thirdquarter earnings that were hit by larger expenditures on rd and marketing ,pharmaceutical group orion corp reported fall thirdquarter earnings hit larger expenditure rd marketing,1
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,68,17,in food trade  sales amounted to eur  m  a decline of   ,food trade sale amounted eur decline,0
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive,55,11,why id buy arm holdings plc and bhp billiton plc today,id buy arm holding plc bhp billiton plc today,2
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive,76,11,aapl  clearing this descending trend line  buy area now,aapl clearing descending trend line buy area,2
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive,72,13,novartis buys remaining rights to gsk treatment in deal up to  billion,novartis buy remaining right gsk treatment deal billion,2
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,97,21,it s even a little bit higher than yara s multiples on itself   an analyst in helsinki said ,even little bit higher yara multiple analyst helsinki,1
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral,225,40,teollisuuden voima oyj  the finnish utility known as tvo  said it shortlisted mitsubishi heavy s euapwr model along with reactors from areva  toshiba corp  ge hitachi nuclear energy and korea hydro  nuclear power co ,teollisuuden voima oyj finnish utility known tvo shortlisted mitsubishi heavy euapwr model along reactor areva toshiba corp ge hitachi nuclear energy korea hydro nuclear power co,1
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive,107,23,lifetree was founded in   and its revenues have risen on an average by   with margins in late s ,lifetree founded revenue risen average margin late,2
The shares subscribed will be eligible for trade on the following day from the registration .,neutral,93,16,the shares subscribed will be eligible for trade on the following day from the registration ,share subscribed eligible trade following day registration,1
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive,107,17,handelsbanken ranked before local cooperative banks and aktia in customer loyalty this time too  however ,handelsbanken ranked local cooperative bank aktia customer loyalty time however,2
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",neutral,178,31,one of the opportunities would be to bring all baltic meat processing to rakvere  like processing was concentrated at the vantaa meatpacking unit in finland  the paper wrote ,one opportunity would bring baltic meat processing rakvere like processing concentrated vantaa meatpacking unit finland paper wrote,1
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,182,32,net sales of kyro s main business area  glaston technologies  a manufacturer of glass processing machines  decreased to eur  mn from eur  mn in januaryseptember  ,net sale kyro main business area glaston technology manufacturer glass processing machine decreased eur mn eur mn januaryseptember,0
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,positive,64,9,     strong close  plnr  coming,strong close plnr coming,2
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,133,21,this action follows personnel negotiations concerning elcoteq se  finnish branch  elcoteq finland oy and elcoteq design center oy ,action follows personnel negotiation concerning elcoteq se finnish branch elcoteq finland oy elcoteq design center oy,1
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",neutral,138,23, uncommonly weak snow conditions in nearly every market have affected our first quarter result   chief executive roger talermo said ,uncommonly weak snow condition nearly every market affected first quarter result chief executive roger talermo,1
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,86,17,currently it operates a fleet of eight carriers  as well as nine pushers and barges ,currently operates fleet eight carrier well nine pusher barge,1
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",negative,147,30,the company s profit before taxes fell to eur  mn in the third quarter of   compared to eur  mn in the corresponding period in  ,profit tax fell eur mn third quarter compared eur mn corresponding period,0
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,positive,108,20,profit taking on aapl this morning  that has to be the pressure on the stock  im still bullish on aapl,profit taking aapl morning pressure stock im still bullish aapl,2
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,100,16,the capital structure of solidium may be complemented by other financial instruments in the future ,capital structure solidium may complemented financial instrument future,1
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,120,20,the transaction is planned to be financed with a eurm marketbased loan granted by standard chartered bank hong kong ,transaction planned financed eurm marketbased loan granted standard chartered bank hong kong,1
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,241,46,jon risfelt has previously held operational executive positions in europolitan  ericsson  sas  american express card and travel divisions  as well as nyman  schultz  ceo   vodafone sweden  ceo   and gambro renal products  ceo  ,jon risfelt previously held operational executive position europolitan ericsson sa american express card travel division well nyman schultz ceo vodafone sweden ceo gambro renal product ceo,1
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,neutral,139,24,hobby hall s sales decrease  pct due to implementing a new information system that involved changing in the principal of posting sales ,hobby hall sale decrease pct due implementing new information system involved changing principal posting sale,1
@mugatushair Now it is time to short $TSLA,negative,42,8, now it is time to short tsla,time short tsla,0
"In Q1 of 2009 , Bank of +Ã land 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,87,22,in q of   bank of ã land s net interest income weakened by   to eur  mn ,q bank ã land net interest income weakened eur mn,0
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,114,19,the contract involves refurbishing the bathrooms of  units as well as replumbing their water and sewer pipes ,contract involves refurbishing bathroom unit well replumbing water sewer pipe,1
The total project duration is three years and it is valued at some EUR11 .5 m.,neutral,78,16,the total project duration is three years and it is valued at some eur  m,total project duration three year valued eur,1
"The total floor area of the plant expansion is 29,000 square metres .",neutral,69,13,the total floor area of the plant expansion is  square metres ,total floor area plant expansion square metre,1
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,110,19, printed fabrics and related design expertise have always been the core of marimekko s business and brand ,printed fabric related design expertise always core marimekko business brand,1
"$DNN picked some up, like this going into 2014",positive,46,9,dnn picked some up like this going into ,dnn picked like going,2
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,157,30,in januaryseptember   fiskars  net profit went up by   yearonyear to eur  million and net sales to eur  million from eur  million ,januaryseptember fiskars net profit went yearonyear eur million net sale eur million eur million,2
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",neutral,106,21,the periodend cash and cash equivalents totaled eur  m  compared to eur  m in the previous year ,periodend cash cash equivalent totaled eur compared eur previous,1
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,130,19,tulikivi manufactures heatretaining  soapstone and ceramic fireplaces  as well as natural stone products and utility ceramics ,tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic,1
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral,236,44, we have a group of  volunteers made up of digicel employees who will manage the distribution  over the next week  they will distribute the  tents to more than  organizations   digicel haiti ceo maarten boute said ,group volunteer made digicel employee manage distribution next week distribute tent organization digicel haiti ceo maarten boute,1
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,128,25,in finland  sampo bank  now part of the danske bank group  will lay off staff from the administrative and support functions ,finland sampo bank part danske bank group lay staff administrative support function,0
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",neutral,203,32,teliasonera s underlying results however included  mln skr in positive oneoffs  hence the adjusted underlying ebitda actually amounts to  bln skr  clearly below expectations  analysts said ,teliasonera underlying result however included mln skr positive oneoffs hence adjusted underlying ebitda actually amount bln skr clearly expectation analyst,1
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,81,16,hcp come to the party and buy this gonna give solid gains and a dividend ,hcp come party buy gonna give solid gain dividend,2
The phones are targeted at first time users in growth markets .,neutral,63,12,the phones are targeted at first time users in growth markets ,phone targeted first time user growth market,1
Revenues at the same time grew 14 percent to 43 million euros .,positive,63,13,revenues at the same time grew  percent to  million euros ,revenue time grew percent million euro,2
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,positive,68,11,drugmaker shire to buy baxalta for  billion after month pursuit,drugmaker shire buy baxalta billion month pursuit,2
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,87,16,fullyear net sales are expected to increase by approximately    the company said ,fullyear net sale expected increase approximately,2
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,123,19,the tightened competition situation in the production automation market has affected net sales during   cencorp said ,tightened competition situation production automation market affected net sale cencorp,0
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,121,20,a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members ,survey conducted taloustutkimus sampo life show company badly prepared losing key staff member,0
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,94,19,the company slipped to an operating loss of eur  million from a profit of eur  million ,slipped operating loss eur million profit eur million,0
$FB Nice buyable intraday dip right here,positive,40,7,fb nice buyable intraday dip right here,fb nice buyable intraday dip right,2
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,135,24, simo basing nice a close over  is bullish qqq spy study watch for a close near hod currently up  up ,simo basing nice close bullish qqq spy study watch close near hod currently,2
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,178,28,via the takeover  panostaja further expands its business area specialising in digital printing  which since previously consists of the subsidiaries kopijyva oy and sokonet oy ,via takeover panostaja expands business area specialising digital printing since previously consists subsidiary kopijyva oy sokonet oy,2
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",neutral,115,21,all the ferries had run into trouble just outside the stockholm archipelago  made up of more than  islands ,ferry run trouble outside stockholm archipelago made island,1
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,96,17,according to deputy md pekka silvennoinen the aim is double turnover over the next three years ,according deputy md pekka silvennoinen aim double turnover next three year,2
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,170,30,the proposal of the shareholders to elect mr hannu krogerus to the board is based on his long and unrivalled experience and knowledge of all matters related to elcoteq ,proposal shareholder elect mr hannu krogerus board based long unrivalled experience knowledge matter related elcoteq,1
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,91,18,the company s board of directors would propose a dividend of eur  per share for  ,board director would propose dividend eur per share,1
